,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
57,Yasothon,15.75,104.1333,294.26,88,0,1.54,TH,1612053803
58,Pāsighāt,28.0667,95.3333,285.42,56,10,1.21,IN,1612054037
59,Kodinsk,58.6881,99.1844,231.98,78,44,0.97,RU,1612054037
60,Cidreira,-30.1811,-50.2056,297.47,88,98,4.17,BR,1612054037
61,Norman Wells,65.282,-126.8329,240.15,68,40,1.54,CA,1612054037
62,Imbituba,-28.24,-48.6703,299.15,89,0,2.57,BR,1612054037
63,Tuatapere,-46.1333,167.6833,292.7,46,100,0.7,NZ,1612054038
64,Airai,-8.9266,125.4092,290.27,100,100,2.59,TL,1612054038
65,Punta Arenas,-53.15,-70.9167,284.15,62,0,11.83,CL,1612053861
66,Kuopio,62.8924,27.677,269.15,93,90,1.54,FI,1612054038
67,Alofi,-19.0595,-169.9187,301.15,74,100,5.66,NU,1612054038
68,Bredasdorp,-34.5322,20.0403,292.04,84,0,2.78,ZA,1612054038
69,Jamestown,42.097,-79.2353,265.37,86,1,1.54,US,1612054039
70,Cabo San Lucas,22.8909,-109.9124,295.37,77,40,2.06,MX,1612054031
71,Pevek,69.7008,170.3133,236.66,84,9,1.14,RU,1612054039
72,Provideniya,64.3833,-173.3,250.23,83,100,5.84,RU,1612054039
73,Constanța,44.1833,28.65,275.37,100,62,5.14,RO,1612054039
74,Saskylakh,71.9167,114.0833,236.59,82,100,5.23,RU,1612053824
75,Ponta do Sol,32.6667,-17.1,288.15,74,45,0.89,PT,1612053829
76,Luena,-11.7833,19.9167,289.87,95,99,1.98,AO,1612054040
77,Saint Paul Harbor,57.79,-152.4072,274.15,55,1,10.29,US,1612054029
78,La Sarre,48.8002,-79.1996,252.81,92,9,1.32,CA,1612054040
79,Busselton,-33.65,115.3333,298.15,55,0,3.68,AU,1612054040
80,Huilong,31.8111,121.655,284.82,73,100,1.34,CN,1612054040
81,Port Elizabeth,-33.918,25.5701,290.15,94,0,3.09,ZA,1612053918
82,Lagoa,39.05,-27.9833,289.76,94,100,11.46,PT,1612054041
83,Dingle,10.9995,122.6711,298.72,80,87,7.23,PH,1612054041
84,Alice Springs,-23.7,133.8833,304.15,22,17,7.2,AU,1612053744
85,Mount Gambier,-37.8333,140.7667,291.15,59,75,3.6,AU,1612054041
86,Tasiilaq,65.6145,-37.6368,267.15,30,90,7.2,GL,1612053827
87,Richmond,37.5538,-77.4603,274.82,51,75,1.54,US,1612053481
88,Lorengau,-2.0226,147.2712,301.76,79,100,4.84,PG,1612054042
89,Maniitsoq,65.4167,-52.9,261.71,77,0,3.23,GL,1612054042
90,Riyadh,24.6877,46.7219,284.15,46,0,2.06,SA,1612053768
91,Faranah,10.0404,-10.7434,294.49,22,31,0.76,GN,1612054042
92,Lebu,-37.6167,-73.65,286.76,85,1,5.37,CL,1612054038
93,Diffa,13.3154,12.6113,291.87,27,1,4.94,NE,1612054042
94,Warrington,53.3925,-2.5802,275.37,80,100,4.12,GB,1612054043
95,Tateyama,34.9833,139.8667,284.26,62,20,2.57,JP,1612054043
96,Sibolga,1.7427,98.7792,298.3,73,54,1.59,ID,1612053852
97,Atuona,-9.8,-139.0333,299.4,73,62,7.85,PF,1612054043
98,Bengkulu,-3.8004,102.2655,296.72,93,100,2.85,ID,1612053881
99,Necoclí,8.4234,-76.786,298.51,83,8,3.36,CO,1612054044
100,Saint-Augustin,51.226,-58.6502,271.52,93,99,7.46,CA,1612054044
101,Seymchan,62.8833,152.4333,239.88,79,100,4.48,RU,1612054044
102,Vaini,-21.2,-175.2,303.15,79,75,6.17,TO,1612054022
103,Turukhansk,65.8167,87.9833,237.42,76,0,2.26,RU,1612054045
104,Mendoza,-32.8908,-68.8272,292.15,68,40,3.09,AR,1612054045
105,Vestmannaeyjar,63.4427,-20.2734,272.79,94,100,4.2,IS,1612054045
106,Saint George,37.1041,-113.5841,283.15,50,1,0.63,US,1612054032
107,Hithadhoo,-0.6,73.0833,300.8,79,99,6.31,MV,1612054045
108,Ambilobe,-13.2,49.05,295.78,93,0,1.2,MG,1612054045
109,Dikson,73.5069,80.5464,236.33,80,0,3.06,RU,1612054045
110,Yoichi,43.2039,140.7703,270.15,59,75,6.17,JP,1612054046
111,Bilma,18.6853,12.9164,287.49,31,0,1.73,NE,1612054046
112,Hermanus,-34.4187,19.2345,292.04,84,0,4.18,ZA,1612054046
113,Qaanaaq,77.484,-69.3632,252.26,74,98,1.5,GL,1612054046
114,Liverpool,53.4106,-2.9779,274.15,80,100,4.12,GB,1612054046
115,Usinsk,65.9939,57.5281,253.95,92,100,4.62,RU,1612054046
116,Blagoyevo,63.3667,47.9167,268.1,97,98,2.96,RU,1612054047
117,Buraidah,26.326,43.975,283.15,66,0,2.57,SA,1612054047
118,Hilo,19.7297,-155.09,300.15,54,75,4.12,US,1612053809
119,Grand Gaube,-20.0064,57.6608,297.59,86,4,0.89,MU,1612053854
120,Bougouni,11.417,-7.479,294.84,20,0,2.38,ML,1612054020
121,Bandar,2.05,99.75,296.94,87,29,0.95,ID,1612054047
122,Douentza,14.9951,-2.9517,289.92,27,0,1.65,ML,1612054048
123,Atyrau,47.1167,51.8833,271.15,100,90,4.0,KZ,1612053753
124,Jumla,29.2747,82.1838,271.8,56,0,1.62,NP,1612054048
125,Puerto Ayora,-0.7393,-90.3518,298.71,90,51,2.68,EC,1612054048
126,Vila Franca do Campo,37.7167,-25.4333,290.15,88,75,7.2,PT,1612054048
127,Ulaangom,49.9811,92.0667,251.21,85,0,0.33,MN,1612054048
128,Slave Lake,55.2834,-114.769,260.15,78,40,5.14,CA,1612053846
129,Yinchuan,38.4681,106.2731,270.66,70,0,3.84,CN,1612054049
130,Lüderitz,-26.6481,15.1594,291.7,63,0,8.06,NA,1612054049
131,Koumac,-20.5667,164.2833,301.71,54,37,3.24,NC,1612054049
132,Talnakh,69.4865,88.3972,238.04,71,0,3.1,RU,1612054049
133,Salalah,17.0151,54.0924,292.15,68,0,1.54,OM,1612053909
134,Whitianga,-36.8333,175.7,293.42,50,0,3.83,NZ,1612054050
135,Nemuro,43.3236,145.575,264.15,67,20,1.54,JP,1612054050
136,Pangai,-19.8,-174.35,302.15,84,75,3.09,TO,1612054050
137,Mezhdurechensk,53.6942,88.0603,251.99,88,38,0.94,RU,1612054050
138,Smolenka,52.1352,113.4974,239.15,68,20,1.37,RU,1612054050
139,Portland,45.5234,-122.6762,282.59,81,90,6.17,US,1612053936
140,Vestmanna,62.1564,-7.1664,273.15,74,75,10.29,FO,1612053778
141,Muroto-misakicho,33.2833,134.15,278.15,75,40,3.6,JP,1612054051
142,Valparaíso,-33.0393,-71.6273,292.04,100,90,2.06,CL,1612053935
143,Saint-Pierre,-21.3393,55.4781,299.15,65,0,3.6,RE,1612053816
144,Chapais,49.7834,-74.8492,253.15,77,90,3.09,CA,1612054051
145,Pemangkat,1.1667,108.9667,299.14,85,100,4.8,ID,1612054051
146,Metro,-5.1131,105.3067,298.32,83,76,5.5,ID,1612054052
147,Khatanga,71.9667,102.5,229.25,78,40,0.32,RU,1612054052
148,São Filipe,14.8961,-24.4956,296.55,61,100,4.08,CV,1612054052
149,Lumberton,34.6182,-79.0086,280.15,42,90,2.57,US,1612053782
150,Ullapool,57.8987,-5.1604,269.26,67,86,2.08,GB,1612054052
151,North Bend,43.4065,-124.2243,282.59,100,90,2.83,US,1612053945
152,Santa Cruz de Tenerife,28.4682,-16.2546,290.93,94,20,5.14,ES,1612053797
153,Palu,-0.8917,119.8707,301.84,56,100,0.72,ID,1612053793
154,Kavieng,-2.5744,150.7967,301.64,73,98,6.25,PG,1612053880
155,Ancud,-41.8697,-73.8203,287.59,62,0,4.12,CL,1612054053
156,Nanortalik,60.1432,-45.2371,271.59,90,100,4.93,GL,1612054053
157,Abulug,18.4453,121.4533,294.77,79,100,7.67,PH,1612054053
158,Praia,14.9215,-23.5087,295.15,64,0,7.72,CV,1612054053
159,Port Macquarie,-31.4333,152.9167,302.59,69,55,4.35,AU,1612054054
160,Arraial do Cabo,-22.9661,-42.0278,298.15,82,0,12.06,BR,1612054054
161,Quatre Cocos,-20.2078,57.7625,299.15,83,40,3.6,MU,1612053845
162,New Norfolk,-42.7826,147.0587,297.04,26,4,1.79,AU,1612054054
163,Chokurdakh,70.6333,147.9167,238.93,85,0,3.71,RU,1612054025
164,Ushtobe,45.2514,77.9838,262.53,83,91,0.26,KZ,1612054054
165,Berdigestyakh,62.0989,126.6992,230.84,78,90,1.0,RU,1612054054
166,Brentwood,40.7812,-73.2462,271.48,39,20,4.12,US,1612053954
167,Kozan,37.4552,35.8157,284.82,100,75,12.35,TR,1612054055
168,Okhotsk,59.3833,143.3,250.31,80,0,8.06,RU,1612054055
169,Raudeberg,61.9875,5.1352,273.15,94,100,4.02,NO,1612054055
170,Kiyasovo,56.3491,53.1244,270.93,93,100,0.89,RU,1612054055
171,Bethel,41.3712,-73.414,266.48,62,1,2.18,US,1612054055
172,Rio Verde de Mato Grosso,-18.9181,-54.8442,297.57,80,100,1.81,BR,1612054056
173,Tautira,-17.7333,-149.15,304.15,58,75,4.12,PF,1612054056
174,San Quintín,30.4833,-115.95,288.07,68,0,4.67,MX,1612054056
175,Oban,56.4127,-5.4706,270.37,88,100,2.76,GB,1612054056
176,Chiredzi,-21.05,31.6667,295.95,92,98,2.26,ZW,1612054056
177,Viedma,-40.8135,-62.9967,289.82,58,24,4.79,AR,1612054056
178,Godfrey,38.9556,-90.1868,277.59,100,90,7.72,US,1612054057
179,Puerto Baquerizo Moreno,-0.9,-89.6,298.52,82,0,4.12,EC,1612054057
180,Thompson,55.7435,-97.8558,263.15,92,90,1.03,CA,1612054057
181,Haines Junction,60.7522,-137.5108,252.15,77,97,0.51,CA,1612054057
182,Gouré,13.9835,10.2704,294.26,17,24,4.02,NE,1612054057
183,Suntar,62.1444,117.6319,235.91,82,100,0.89,RU,1612054057
184,Isangel,-19.55,169.2667,301.29,70,7,8.22,VU,1612054057
185,Balancán,17.8,-91.5333,295.83,75,57,2.74,MX,1612054058
186,Esperance,-33.8667,121.9,293.15,64,0,6.17,AU,1612054058
187,Port Lincoln,-34.7333,135.8667,292.41,63,7,6.4,AU,1612054058
188,‘Āhuimanu,21.4447,-157.8378,300.15,65,75,6.17,US,1612054058
189,Krasnosel'kup,65.7,82.4667,240.97,83,100,5.73,RU,1612053859
190,Avarua,-21.2078,-159.775,301.15,74,75,3.09,CK,1612054058
191,Katsuura,35.1333,140.3,284.26,45,20,3.09,JP,1612054058
192,Singkang,2.1006,102.7994,296.15,83,20,1.54,MY,1612054059
193,Saint-François,46.4154,3.9054,279.26,87,90,1.54,FR,1612054059
194,Fortuna,40.5982,-124.1573,284.82,76,90,10.29,US,1612054059
195,Paragominas,-2.9667,-47.4833,295.95,96,100,1.59,BR,1612054059
196,Hervey Bay,-25.2986,152.8535,303.71,54,40,6.17,AU,1612054059
197,Codrington,-38.2667,141.9667,291.52,57,0,3.78,AU,1612054047
198,Jiexiu,37.0244,111.9125,274.94,65,0,3.9,CN,1612054060
199,Fairbanks,64.8378,-147.7164,253.71,77,90,0.48,US,1612054060
200,Souillac,-20.5167,57.5167,299.15,83,40,3.6,MU,1612054060
201,Torbay,47.6666,-52.7314,271.48,93,90,3.6,CA,1612054032
202,Bambous Virieux,-20.3428,57.7575,299.15,83,40,3.6,MU,1612054060
203,Grindavik,63.8424,-22.4338,267.15,73,0,3.09,IS,1612053857
204,Mandalgovi,45.7625,106.2708,259.2,86,87,7.83,MN,1612054061
205,Gorontalo,0.5412,123.0595,299.64,75,100,1.61,ID,1612054032
206,Butaritari,3.0707,172.7902,300.5,78,53,8.21,KI,1612053827
207,Iqaluit,63.7506,-68.5145,250.37,77,1,8.75,CA,1612053977
208,General Roca,-39.0333,-67.5833,290.15,72,75,5.14,AR,1612054061
209,Beberibe,-4.1797,-38.1306,300.15,83,0,3.6,BR,1612053981
210,Warri,5.5167,5.75,298.97,86,0,0.64,NG,1612054061
211,Goderich,43.7501,-81.7165,269.15,74,100,1.03,CA,1612054062
212,Kruisfontein,-34.0033,24.7314,288.71,90,0,1.52,ZA,1612054062
213,East London,-33.0153,27.9116,294.22,85,70,1.5,ZA,1612053828
214,Berlevåg,70.8578,29.0864,270.15,80,0,3.6,NO,1612054062
215,Saldanha,-33.0117,17.9442,290.72,92,0,0.73,ZA,1612054062
216,Kamra,33.7473,73.5111,281.15,87,0,4.92,PK,1612054063
217,Kahului,20.8947,-156.47,299.15,57,40,8.23,US,1612053908
218,La Peca,-5.6111,-78.435,294.2,77,3,1.62,PE,1612054063
219,Necochea,-38.5473,-58.7368,288.15,67,95,5.35,AR,1612054063
220,Atar,20.5169,-13.0499,292.41,23,0,3.57,MR,1612053867
221,Rhodes,36.4408,28.2225,288.15,72,40,4.63,GR,1612054063
222,Vega de Alatorre,20.0333,-96.6333,296.17,83,99,4.78,MX,1612054063
223,Banda Aceh,5.5577,95.3222,298.42,78,10,5.57,ID,1612054064
224,Bubaque,11.2833,-15.8333,299.43,62,96,5.68,GW,1612054064
225,Vostok,46.4856,135.8833,248.34,85,5,1.87,RU,1612054036
226,Aswān,24.0934,32.907,285.01,41,0,3.9,EG,1612054064
227,Severo-Kuril'sk,50.6789,156.125,269.49,95,100,12.9,RU,1612054064
228,Werda,-25.2667,23.2833,297.6,67,100,3.14,BW,1612054065
229,Kasempa,-13.4584,25.8338,291.01,92,93,1.01,ZM,1612054065
230,Northampton,40.8754,-75.2499,269.82,67,0,1.68,US,1612054065
231,Nishihara,26.1842,127.7558,291.15,48,20,4.12,JP,1612054065
232,Djibo,14.1022,-1.6306,294.16,21,0,4.01,BF,1612054065
233,Kawalu,-7.3817,108.2082,298.93,76,78,1.05,ID,1612054065
234,Laguna,38.421,-121.4238,288.15,51,1,2.06,US,1612054065
235,San Cristobal,7.7669,-72.225,291.75,70,90,0.44,VE,1612053939
236,Itarema,-2.9248,-39.9167,299.32,82,100,4.62,BR,1612053865
237,Zabaykal'sk,49.6333,117.3167,245.93,87,96,1.96,RU,1612054066
238,San Patricio,28.017,-97.5169,296.15,78,20,8.23,US,1612053855
239,Plettenberg Bay,-34.0527,23.3716,291.47,76,0,2.19,ZA,1612053789
240,Mahajanga,-15.7167,46.3167,297.15,88,20,1.54,MG,1612054066
241,Maceió,-9.6658,-35.7353,297.15,94,40,1.54,BR,1612054067
242,Limbang,4.75,115.0,300.15,83,75,2.57,MY,1612054067
243,Kalianget,-7.05,113.9333,300.64,79,50,5.79,ID,1612053852
244,Tyazhinskiy,56.116,88.524,240.55,82,0,3.56,RU,1612054067
245,Cabedelo,-6.9811,-34.8339,299.15,83,0,2.57,BR,1612054067
246,Moundsville,39.9203,-80.7431,271.48,46,75,3.09,US,1612054067
247,Manuk Mangkaw,4.8,119.85,300.14,79,100,6.19,PH,1612054067
248,Mazkeret Batya,31.8539,34.8386,286.15,54,0,5.14,IL,1612054068
249,Smidovich,48.6,133.8167,246.73,84,0,3.67,RU,1612054068
250,Anito,12.4497,125.2886,298.2,85,100,7.35,PH,1612054068
251,Antsohihy,-14.8796,47.9875,296.25,94,30,0.68,MG,1612054068
252,Rio Grande,-32.035,-52.0986,297.49,91,86,5.92,BR,1612054068
253,Assiut,27.181,31.1837,280.67,57,0,0.22,EG,1612053825
254,Maxixe,-23.8597,35.3472,298.17,82,0,2.17,MZ,1612054069
255,Ulladulla,-35.35,150.4667,293.15,94,90,4.63,AU,1612054069
256,Eyrarbakki,63.863,-21.1481,266.15,63,0,5.14,IS,1612054069
257,Ranong,9.9658,98.6348,295.15,94,20,0.51,TH,1612054069
258,Katobu,-4.9408,122.5276,299.6,84,100,1.52,ID,1612054069
259,Geraldton,-28.7667,114.6,308.15,23,0,8.75,AU,1612054070
260,Mahébourg,-20.4081,57.7,299.15,83,40,3.6,MU,1612054070
261,Batagay-Alyta,67.8006,130.4114,235.31,81,91,1.27,RU,1612054070
262,Stromness,58.965,-3.296,272.15,80,100,2.57,GB,1612054070
263,Vani,42.0832,42.5216,278.15,75,0,3.6,GE,1612054071
264,Lagoa Santa,-19.6272,-43.8897,299.15,61,0,3.6,BR,1612054071
265,Wanning,18.8003,110.3967,294.38,80,54,5.09,CN,1612054071
266,Gevrai,19.2667,75.75,291.53,48,64,3.04,IN,1612054071
267,Srīvardhan,18.0333,73.0167,296.08,47,4,2.6,IN,1612054071
268,Muros,42.7762,-9.0603,286.48,90,100,2.24,ES,1612054071
269,Kajaani,64.2273,27.7285,266.15,93,40,1.54,FI,1612054072
270,Eilenburg,51.4598,12.6334,271.48,74,75,3.09,DE,1612054072
271,Artyom,40.4723,50.333,279.15,93,90,4.12,AZ,1612054072
272,Znamenskoye,57.1281,73.8282,255.75,93,100,4.51,RU,1612054072
273,Qasigiannguit,68.8193,-51.1922,259.15,61,90,3.6,GL,1612054072
274,Comodoro Rivadavia,-45.8667,-67.5,289.15,51,0,3.6,AR,1612054072
275,Hobyo,5.3505,48.5268,296.95,78,55,6.49,SO,1612054073
276,Gannan,47.9147,123.5031,250.59,90,100,1.53,CN,1612054073
277,Ormara,25.2088,64.6357,293.06,69,0,4.94,PK,1612054073
278,Mayumba,-3.432,10.6554,298.8,84,100,0.37,GA,1612054073
279,Hashtrūd,37.4779,47.0508,265.61,94,5,4.8,IR,1612054073
280,Broome,42.2506,-75.833,263.71,73,1,4.12,US,1612054073
281,Birnin Kebbi,12.4539,4.1975,293.91,21,1,4.66,NG,1612054074
282,Almaznyy,48.0448,40.045,274.15,100,20,6.0,RU,1612054074
283,Bandarbeyla,9.4942,50.8122,296.52,72,100,7.12,SO,1612054074
284,Cherskiy,68.75,161.3,235.76,83,0,0.43,RU,1612054074
285,Terrace,54.5163,-128.6035,269.15,74,90,10.29,CA,1612054074
286,Balikpapan,-1.2675,116.8289,301.15,78,20,2.57,ID,1612054075
287,Thunder Bay,48.4001,-89.3168,271.15,80,90,6.17,CA,1612053904
288,Prince Albert,53.2001,-105.7677,264.15,86,90,1.03,CA,1612054075
289,Cervo,43.6702,-7.4101,285.93,79,100,3.58,ES,1612054075
290,Saint Lawrence,36.0553,14.204,288.15,94,0,5.66,MT,1612054075
291,Nsanje,-16.92,35.262,296.62,94,61,1.09,MW,1612054075
292,Benghazi,32.1167,20.0667,289.85,79,0,4.45,LY,1612054019
293,Shimonoseki,33.95,130.95,281.15,76,20,1.03,JP,1612054075
294,Cayenne,4.9333,-52.3333,300.15,89,75,3.6,GF,1612054076
295,Gao,16.6362,1.637,292.54,22,0,4.97,ML,1612054076
296,Harper,4.375,-7.7169,299.11,88,57,4.11,LR,1612054076
297,Bambanglipuro,-7.95,110.2833,299.83,77,100,1.51,ID,1612054076
298,Carpinteria,34.3989,-119.5185,287.04,73,0,0.45,US,1612054076
299,Port Hardy,50.6996,-127.4199,281.15,81,90,10.29,CA,1612054076
300,Manjacaze,-24.7117,33.8828,296.41,92,0,1.52,MZ,1612054077
301,Chipata,-13.6333,32.65,291.13,96,41,1.58,ZM,1612054077
302,Lompoc,34.6391,-120.4579,286.48,67,1,5.66,US,1612054077
303,Mabaruma,8.2,-59.7833,296.84,92,5,2.07,GY,1612054077
304,Syas'stroy,60.1367,32.5691,268.18,98,84,3.34,RU,1612054077
305,Burnie,-41.0667,145.9167,289.64,69,87,2.53,AU,1612054077
306,Ixtapa,20.7,-105.2,296.15,78,1,5.14,MX,1612054078
307,Puerto El Triunfo,13.2833,-88.55,299.15,73,20,1.03,SV,1612054078
308,Bandi̇̄pur,27.9333,84.4167,275.46,80,0,0.99,NP,1612054078
309,Chipinge,-20.1883,32.6236,291.85,98,100,2.79,ZW,1612054078
310,Ahipara,-35.1667,173.1667,295.53,49,0,2.68,NZ,1612054078
311,Boende,-0.2167,20.8667,294.53,96,100,1.05,CD,1612054078
312,Tabora,-5.0167,32.8,290.34,89,78,1.1,TZ,1612054079
313,Timizart,36.8,4.2667,284.47,80,82,6.04,DZ,1612054079
314,Coahuayana Viejo,18.7333,-103.6833,300.15,61,1,3.09,MX,1612054079
315,Alta Floresta,-9.8756,-56.0861,295.73,96,60,0.9,BR,1612053873
316,Jining,35.405,116.5814,281.48,1,0,0.45,CN,1612054079
317,Malaya Serdoba,52.4661,44.9512,274.28,95,100,7.62,RU,1612054079
318,Domanivka,47.6319,30.9885,273.12,96,100,4.34,UA,1612054079
319,Tongren,27.7172,109.1853,281.53,85,100,0.87,CN,1612054080
320,Sawtell,-30.3833,153.1,300.37,69,34,5.14,AU,1612054080
321,Palmer,42.1584,-72.3287,263.71,59,0,1.71,US,1612054050
322,Areia Branca,-4.9561,-37.1369,300.8,69,100,8.38,BR,1612054080
323,Soe,-9.8607,124.284,294.32,97,100,3.97,ID,1612053849
324,Lima,-12.0432,-77.0282,298.15,73,0,6.17,PE,1612053852
325,Nouadhibou,20.931,-17.0347,293.15,64,0,8.23,MR,1612054081
326,Esim,4.8699,-2.2405,299.22,89,72,2.89,GH,1612054081
327,Gazojak,41.1875,61.4036,278.8,59,56,3.79,TM,1612054081
328,Atambua,-9.1061,124.8925,296.94,93,100,3.53,ID,1612054081
329,Asău,46.4333,26.4,275.93,80,90,6.17,RO,1612054081
330,Pacific Grove,36.6177,-121.9166,287.15,62,90,3.6,US,1612053793
331,Sagarejo,41.734,45.3315,276.15,100,90,2.06,GE,1612054082
332,Preobrazheniye,42.9019,133.9064,259.82,78,0,3.2,RU,1612054082
333,Vardø,70.3705,31.1107,269.36,95,100,8.5,NO,1612054082
334,Puerto Quijarro,-17.7833,-57.7667,298.87,66,85,1.36,BO,1612054082
335,Mastic Beach,40.7668,-72.8521,269.26,53,1,5.22,US,1612054082
336,Nizwá,22.9333,57.5333,286.55,59,0,1.08,OM,1612054083
337,Kansanshi,-12.0951,26.4273,289.7,95,100,1.3,ZM,1612054083
338,Gucheng,35.9115,111.3192,276.64,59,79,1.34,CN,1612054083
339,Hasaki,35.7333,140.8333,279.15,42,20,5.14,JP,1612054083
340,Celestún,20.8667,-90.4,296.77,66,100,3.68,MX,1612054083
341,Baykit,61.67,96.37,236.07,76,0,0.67,RU,1612054083
342,Mishelevka,52.8575,103.1719,243.41,82,100,5.67,RU,1612054084
343,Nome,64.5011,-165.4064,251.15,71,1,3.09,US,1612054084
344,Sitka,57.0531,-135.33,278.15,52,75,2.06,US,1612053875
345,Yangi Marg`ilon,40.4272,71.7189,274.15,47,100,2.06,UZ,1612054084
346,Neryungri,56.6709,124.6491,236.98,81,100,0.43,RU,1612054084
347,Lumsden,50.6501,-104.8678,261.15,85,90,4.12,CA,1612054084
348,Mahon,39.8885,4.2658,282.15,93,20,1.54,ES,1612054085
349,Muisne,0.6,-80.0333,298.48,87,12,1.32,EC,1612054085
350,Esmeraldas,-19.7625,-44.3139,299.15,57,0,3.6,BR,1612054085
351,Rotterdam,51.9225,4.4792,272.04,90,0,5.81,NL,1612054085
352,Qaqortoq,60.7167,-46.0333,277.15,28,75,14.92,GL,1612054085
353,Aars,56.804,9.5144,273.15,93,0,3.49,DK,1612054086
354,Kulhudhuffushi,6.6221,73.07,300.74,65,23,2.62,MV,1612054086
355,Beringovskiy,63.05,179.3167,259.26,94,100,13.0,RU,1612054086
356,Antiguo Morelos,22.5495,-99.0812,298.15,73,0,2.68,MX,1612053969
